icd_code,icd_version,comorbidity
C181,10,Solid tumour without metastasis
C182,10,Solid tumour without metastasis
C183,10,Solid tumour without metastasis
C184,10,Solid tumour without metastasis
C185,10,Solid tumour without metastasis
C186,10,Solid tumour without metastasis
C187,10,Solid tumour without metastasis
C188,10,Solid tumour without metastasis
C189,10,Solid tumour without metastasis
C19,10,Solid tumour without metastasis
C20,10,Solid tumour without metastasis
C21,10,Solid tumour without metastasis
C210,10,Solid tumour without metastasis
C211,10,Solid tumour without metastasis
C212,10,Solid tumour without metastasis
C218,10,Solid tumour without metastasis
C22,10,Solid tumour without metastasis
C220,10,Solid tumour without metastasis
C221,10,Solid tumour without metastasis
C222,10,Solid tumour without metastasis
C223,10,Solid tumour without metastasis
C224,10,Solid tumour without metastasis
C227,10,Solid tumour without metastasis
C228,10,Solid tumour without metastasis
C229,10,Solid tumour without metastasis
C23,10,Solid tumour without metastasis
C24,10,Solid tumour without metastasis
C240,10,Solid tumour without metastasis
C241,10,Solid tumour without metastasis
C248,10,Solid tumour without metastasis
C249,10,Solid tumour without metastasis
C25,10,Solid tumour without metastasis
C250,10,Solid tumour without metastasis
C251,10,Solid tumour without metastasis
C252,10,Solid tumour without metastasis
C253,10,Solid tumour without metastasis
C254,10,Solid tumour without metastasis
C257,10,Solid tumour without metastasis
C258,10,Solid tumour without metastasis
C259,10,Solid tumour without metastasis
C26,10,Solid tumour without metastasis
C260,10,Solid tumour without metastasis
C261,10,Solid tumour without metastasis
C269,10,Solid tumour without metastasis
C30,10,Solid tumour without metastasis
C300,10,Solid tumour without metastasis
C301,10,Solid tumour without metastasis
C31,10,Solid tumour without metastasis
C310,10,Solid tumour without metastasis
C311,10,Solid tumour without metastasis
C312,10,Solid tumour without metastasis
C313,10,Solid tumour without metastasis
C318,10,Solid tumour without metastasis
C319,10,Solid tumour without metastasis
C32,10,Solid tumour without metastasis
C320,10,Solid tumour without metastasis
C321,10,Solid tumour without metastasis
C322,10,Solid tumour without metastasis
C323,10,Solid tumour without metastasis
C328,10,Solid tumour without metastasis
C329,10,Solid tumour without metastasis
C33,10,Solid tumour without metastasis
C34,10,Solid tumour without metastasis
C340,10,Solid tumour without metastasis
C3400,10,Solid tumour without metastasis
C3401,10,Solid tumour without metastasis
C3402,10,Solid tumour without metastasis
C341,10,Solid tumour without metastasis
C3410,10,Solid tumour without metastasis
C3411,10,Solid tumour without metastasis
C3412,10,Solid tumour without metastasis
C342,10,Solid tumour without metastasis
C343,10,Solid tumour without metastasis
C3430,10,Solid tumour without metastasis
C3431,10,Solid tumour without metastasis
C3432,10,Solid tumour without metastasis
C348,10,Solid tumour without metastasis
C3480,10,Solid tumour without metastasis
C3481,10,Solid tumour without metastasis
C3482,10,Solid tumour without metastasis
C349,10,Solid tumour without metastasis
C3490,10,Solid tumour without metastasis
C3491,10,Solid tumour without metastasis
C3492,10,Solid tumour without metastasis
C37,10,Solid tumour without metastasis
C38,10,Solid tumour without metastasis
C380,10,Solid tumour without metastasis
C381,10,Solid tumour without metastasis
C382,10,Solid tumour without metastasis
C383,10,Solid tumour without metastasis
C384,10,Solid tumour without metastasis
C388,10,Solid tumour without metastasis
C39,10,Solid tumour without metastasis
C390,10,Solid tumour without metastasis
C399,10,Solid tumour without metastasis
C40,10,Solid tumour without metastasis
C400,10,Solid tumour without metastasis
C4000,10,Solid tumour without metastasis
C4001,10,Solid tumour without metastasis
C4002,10,Solid tumour without metastasis
C401,10,Solid tumour without metastasis
C4010,10,Solid tumour without metastasis
C4011,10,Solid tumour without metastasis
C4012,10,Solid tumour without metastasis
C402,10,Solid tumour without metastasis
C4020,10,Solid tumour without metastasis
C4021,10,Solid tumour without metastasis
C4022,10,Solid tumour without metastasis
C403,10,Solid tumour without metastasis
C4030,10,Solid tumour without metastasis
C4031,10,Solid tumour without metastasis
C4032,10,Solid tumour without metastasis
C408,10,Solid tumour without metastasis
C4080,10,Solid tumour without metastasis
C4081,10,Solid tumour without metastasis
C4082,10,Solid tumour without metastasis
C409,10,Solid tumour without metastasis
C4090,10,Solid tumour without metastasis
C4091,10,Solid tumour without metastasis
C4092,10,Solid tumour without metastasis
C41,10,Solid tumour without metastasis
C410,10,Solid tumour without metastasis
C411,10,Solid tumour without metastasis
C412,10,Solid tumour without metastasis
C413,10,Solid tumour without metastasis
C414,10,Solid tumour without metastasis
C419,10,Solid tumour without metastasis
C43,10,Solid tumour without metastasis
C430,10,Solid tumour without metastasis
C431,10,Solid tumour without metastasis
C4310,10,Solid tumour without metastasis
C4311,10,Solid tumour without metastasis
C43111,10,Solid tumour without metastasis
C43112,10,Solid tumour without metastasis
C4312,10,Solid tumour without metastasis
C43121,10,Solid tumour without metastasis
C43122,10,Solid tumour without metastasis
C432,10,Solid tumour without metastasis
C4320,10,Solid tumour without metastasis
C4321,10,Solid tumour without metastasis
C4322,10,Solid tumour without metastasis
C433,10,Solid tumour without metastasis
C4330,10,Solid tumour without metastasis
C4331,10,Solid tumour without metastasis
C4339,10,Solid tumour without metastasis
C434,10,Solid tumour without metastasis
C435,10,Solid tumour without metastasis
C4351,10,Solid tumour without metastasis
C4352,10,Solid tumour without metastasis
C4359,10,Solid tumour without metastasis
C436,10,Solid tumour without metastasis
C4360,10,Solid tumour without metastasis
C4361,10,Solid tumour without metastasis
C4362,10,Solid tumour without metastasis
C437,10,Solid tumour without metastasis
C4370,10,Solid tumour without metastasis
C4371,10,Solid tumour without metastasis
C4372,10,Solid tumour without metastasis
C438,10,Solid tumour without metastasis
C439,10,Solid tumour without metastasis
C45,10,Solid tumour without metastasis
C450,10,Solid tumour without metastasis
C451,10,Solid tumour without metastasis
C452,10,Solid tumour without metastasis
C457,10,Solid tumour without metastasis
C459,10,Solid tumour without metastasis
C46,10,Solid tumour without metastasis
C460,10,Solid tumour without metastasis
C461,10,Solid tumour without metastasis
C462,10,Solid tumour without metastasis
C463,10,Solid tumour without metastasis
C464,10,Solid tumour without metastasis
C465,10,Solid tumour without metastasis
C4650,10,Solid tumour without metastasis
C4651,10,Solid tumour without metastasis
C4652,10,Solid tumour without metastasis
C467,10,Solid tumour without metastasis
C469,10,Solid tumour without metastasis
C47,10,Solid tumour without metastasis
C470,10,Solid tumour without metastasis
C471,10,Solid tumour without metastasis
C4710,10,Solid tumour without metastasis
C4711,10,Solid tumour without metastasis
C4712,10,Solid tumour without metastasis
C472,10,Solid tumour without metastasis
C4720,10,Solid tumour without metastasis
C4721,10,Solid tumour without metastasis
C4722,10,Solid tumour without metastasis
C473,10,Solid tumour without metastasis
C474,10,Solid tumour without metastasis
C475,10,Solid tumour without metastasis
C476,10,Solid tumour without metastasis
C478,10,Solid tumour without metastasis
C479,10,Solid tumour without metastasis
C48,10,Solid tumour without metastasis
C480,10,Solid tumour without metastasis
C481,10,Solid tumour without metastasis
C482,10,Solid tumour without metastasis
C488,10,Solid tumour without metastasis
C49,10,Solid tumour without metastasis
C490,10,Solid tumour without metastasis
C491,10,Solid tumour without metastasis
C4910,10,Solid tumour without metastasis
C4911,10,Solid tumour without metastasis
C4912,10,Solid tumour without metastasis
C492,10,Solid tumour without metastasis
C4920,10,Solid tumour without metastasis
C4921,10,Solid tumour without metastasis
C4922,10,Solid tumour without metastasis
C493,10,Solid tumour without metastasis
C494,10,Solid tumour without metastasis
C495,10,Solid tumour without metastasis
C496,10,Solid tumour without metastasis
C498,10,Solid tumour without metastasis
C499,10,Solid tumour without metastasis
C49A,10,Solid tumour without metastasis
C49A0,10,Solid tumour without metastasis
C49A1,10,Solid tumour without metastasis
C49A2,10,Solid tumour without metastasis
C49A3,10,Solid tumour without metastasis
C49A4,10,Solid tumour without metastasis
C49A5,10,Solid tumour without metastasis
C49A9,10,Solid tumour without metastasis
C4A,10,Solid tumour without metastasis
C4A0,10,Solid tumour without metastasis
C4A1,10,Solid tumour without metastasis
C4A10,10,Solid tumour without metastasis
C4A11,10,Solid tumour without metastasis
C4A111,10,Solid tumour without metastasis
C4A112,10,Solid tumour without metastasis
C4A12,10,Solid tumour without metastasis
C4A121,10,Solid tumour without metastasis
C4A122,10,Solid tumour without metastasis
C4A2,10,Solid tumour without metastasis
C4A20,10,Solid tumour without metastasis
C4A21,10,Solid tumour without metastasis
C4A22,10,Solid tumour without metastasis
C4A3,10,Solid tumour without metastasis
C4A30,10,Solid tumour without metastasis
C4A31,10,Solid tumour without metastasis
C4A39,10,Solid tumour without metastasis
C4A4,10,Solid tumour without metastasis
C4A5,10,Solid tumour without metastasis
C4A51,10,Solid tumour without metastasis
C4A52,10,Solid tumour without metastasis
C4A59,10,Solid tumour without metastasis
C4A6,10,Solid tumour without metastasis
C4A60,10,Solid tumour without metastasis
C4A61,10,Solid tumour without metastasis
C4A62,10,Solid tumour without metastasis
C4A7,10,Solid tumour without metastasis
C4A70,10,Solid tumour without metastasis
C4A71,10,Solid tumour without metastasis
C4A72,10,Solid tumour without metastasis
C4A8,10,Solid tumour without metastasis
C4A9,10,Solid tumour without metastasis
C50,10,Solid tumour without metastasis
C500,10,Solid tumour without metastasis
C5001,10,Solid tumour without metastasis
C50011,10,Solid tumour without metastasis
C50012,10,Solid tumour without metastasis
C50019,10,Solid tumour without metastasis
C5002,10,Solid tumour without metastasis
C50021,10,Solid tumour without metastasis
C50022,10,Solid tumour without metastasis
C50029,10,Solid tumour without metastasis
C501,10,Solid tumour without metastasis
C5011,10,Solid tumour without metastasis
C50111,10,Solid tumour without metastasis
C50112,10,Solid tumour without metastasis
C50119,10,Solid tumour without metastasis
C5012,10,Solid tumour without metastasis
C50121,10,Solid tumour without metastasis
C50122,10,Solid tumour without metastasis
C50129,10,Solid tumour without metastasis
C502,10,Solid tumour without metastasis
C5021,10,Solid tumour without metastasis
C50211,10,Solid tumour without metastasis
C50212,10,Solid tumour without metastasis
C50219,10,Solid tumour without metastasis
C5022,10,Solid tumour without metastasis
C50221,10,Solid tumour without metastasis
C50222,10,Solid tumour without metastasis
C50229,10,Solid tumour without metastasis
C503,10,Solid tumour without metastasis
C5031,10,Solid tumour without metastasis
C50311,10,Solid tumour without metastasis
C50312,10,Solid tumour without metastasis
C50319,10,Solid tumour without metastasis
C5032,10,Solid tumour without metastasis
C50321,10,Solid tumour without metastasis
C50322,10,Solid tumour without metastasis
C50329,10,Solid tumour without metastasis
C504,10,Solid tumour without metastasis
C5041,10,Solid tumour without metastasis
C50411,10,Solid tumour without metastasis
C50412,10,Solid tumour without metastasis
C50419,10,Solid tumour without metastasis
C5042,10,Solid tumour without metastasis
C50421,10,Solid tumour without metastasis
C50422,10,Solid tumour without metastasis
C50429,10,Solid tumour without metastasis
C505,10,Solid tumour without metastasis
C5051,10,Solid tumour without metastasis
C50511,10,Solid tumour without metastasis
C50512,10,Solid tumour without metastasis
C50519,10,Solid tumour without metastasis
C5052,10,Solid tumour without metastasis
C50521,10,Solid tumour without metastasis
C50522,10,Solid tumour without metastasis
C50529,10,Solid tumour without metastasis
C506,10,Solid tumour without metastasis
C5061,10,Solid tumour without metastasis
C50611,10,Solid tumour without metastasis
C50612,10,Solid tumour without metastasis
C50619,10,Solid tumour without metastasis
C5062,10,Solid tumour without metastasis
C50621,10,Solid tumour without metastasis
C50622,10,Solid tumour without metastasis
C50629,10,Solid tumour without metastasis
C508,10,Solid tumour without metastasis
C5081,10,Solid tumour without metastasis
C50811,10,Solid tumour without metastasis
C50812,10,Solid tumour without metastasis
C50819,10,Solid tumour without metastasis
C5082,10,Solid tumour without metastasis
C50821,10,Solid tumour without metastasis
C50822,10,Solid tumour without metastasis
C50829,10,Solid tumour without metastasis
C509,10,Solid tumour without metastasis
C5091,10,Solid tumour without metastasis
C50911,10,Solid tumour without metastasis
C50912,10,Solid tumour without metastasis
C50919,10,Solid tumour without metastasis
C5092,10,Solid tumour without metastasis
C50921,10,Solid tumour without metastasis
C50922,10,Solid tumour without metastasis
C50929,10,Solid tumour without metastasis
C51,10,Solid tumour without metastasis
C510,10,Solid tumour without metastasis
C511,10,Solid tumour without metastasis
C512,10,Solid tumour without metastasis
C518,10,Solid tumour without metastasis
C519,10,Solid tumour without metastasis
C52,10,Solid tumour without metastasis
C53,10,Solid tumour without metastasis
C530,10,Solid tumour without metastasis
C531,10,Solid tumour without metastasis
C538,10,Solid tumour without metastasis
C539,10,Solid tumour without metastasis
C54,10,Solid tumour without metastasis
C540,10,Solid tumour without metastasis
C541,10,Solid tumour without metastasis
C542,10,Solid tumour without metastasis
C543,10,Solid tumour without metastasis
C548,10,Solid tumour without metastasis
C549,10,Solid tumour without metastasis
C55,10,Solid tumour without metastasis
C56,10,Solid tumour without metastasis
C561,10,Solid tumour without metastasis
C562,10,Solid tumour without metastasis
C569,10,Solid tumour without metastasis
C57,10,Solid tumour without metastasis
C570,10,Solid tumour without metastasis
C5700,10,Solid tumour without metastasis
C5701,10,Solid tumour without metastasis
C5702,10,Solid tumour without metastasis
C571,10,Solid tumour without metastasis
C5710,10,Solid tumour without metastasis
C5711,10,Solid tumour without metastasis
C5712,10,Solid tumour without metastasis
C572,10,Solid tumour without metastasis
C5720,10,Solid tumour without metastasis
C5721,10,Solid tumour without metastasis
C5722,10,Solid tumour without metastasis
C573,10,Solid tumour without metastasis
C574,10,Solid tumour without metastasis
C577,10,Solid tumour without metastasis
C578,10,Solid tumour without metastasis
C579,10,Solid tumour without metastasis
C58,10,Solid tumour without metastasis
C60,10,Solid tumour without metastasis
C600,10,Solid tumour without metastasis
C601,10,Solid tumour without metastasis
C602,10,Solid tumour without metastasis
C608,10,Solid tumour without metastasis
C609,10,Solid tumour without metastasis
C61,10,Solid tumour without metastasis
C62,10,Solid tumour without metastasis
C620,10,Solid tumour without metastasis
C6200,10,Solid tumour without metastasis
C6201,10,Solid tumour without metastasis
C6202,10,Solid tumour without metastasis
C621,10,Solid tumour without metastasis
C6210,10,Solid tumour without metastasis
C6211,10,Solid tumour without metastasis
C6212,10,Solid tumour without metastasis
C629,10,Solid tumour without metastasis
C6290,10,Solid tumour without metastasis
C6291,10,Solid tumour without metastasis
C6292,10,Solid tumour without metastasis
C63,10,Solid tumour without metastasis
C630,10,Solid tumour without metastasis
C6300,10,Solid tumour without metastasis
C6301,10,Solid tumour without metastasis
C6302,10,Solid tumour without metastasis
C631,10,Solid tumour without metastasis
C6310,10,Solid tumour without metastasis
C6311,10,Solid tumour without metastasis
C6312,10,Solid tumour without metastasis
C632,10,Solid tumour without metastasis
C637,10,Solid tumour without metastasis
C638,10,Solid tumour without metastasis
C639,10,Solid tumour without metastasis
C64,10,Solid tumour without metastasis
C641,10,Solid tumour without metastasis
C642,10,Solid tumour without metastasis
C649,10,Solid tumour without metastasis
C65,10,Solid tumour without metastasis
C651,10,Solid tumour without metastasis
C652,10,Solid tumour without metastasis
C659,10,Solid tumour without metastasis
C66,10,Solid tumour without metastasis
C661,10,Solid tumour without metastasis
C662,10,Solid tumour without metastasis
C669,10,Solid tumour without metastasis
C67,10,Solid tumour without metastasis
C670,10,Solid tumour without metastasis
C671,10,Solid tumour without metastasis
C672,10,Solid tumour without metastasis
C673,10,Solid tumour without metastasis
C674,10,Solid tumour without metastasis
C675,10,Solid tumour without metastasis
C676,10,Solid tumour without metastasis
C677,10,Solid tumour without metastasis
C678,10,Solid tumour without metastasis
C679,10,Solid tumour without metastasis
C68,10,Solid tumour without metastasis
C680,10,Solid tumour without metastasis
C681,10,Solid tumour without metastasis
C688,10,Solid tumour without metastasis
C689,10,Solid tumour without metastasis
C69,10,Solid tumour without metastasis
C690,10,Solid tumour without metastasis
C6900,10,Solid tumour without metastasis
C6901,10,Solid tumour without metastasis
C6902,10,Solid tumour without metastasis
C691,10,Solid tumour without metastasis
C6910,10,Solid tumour without metastasis
C6911,10,Solid tumour without metastasis
C6912,10,Solid tumour without metastasis
C692,10,Solid tumour without metastasis
C6920,10,Solid tumour without metastasis
C6921,10,Solid tumour without metastasis
C6922,10,Solid tumour without metastasis
C693,10,Solid tumour without metastasis
C6930,10,Solid tumour without metastasis
C6931,10,Solid tumour without metastasis
C6932,10,Solid tumour without metastasis
C694,10,Solid tumour without metastasis
C6940,10,Solid tumour without metastasis
C6941,10,Solid tumour without metastasis
C6942,10,Solid tumour without metastasis
C695,10,Solid tumour without metastasis
C6950,10,Solid tumour without metastasis
C6951,10,Solid tumour without metastasis
C6952,10,Solid tumour without metastasis
C696,10,Solid tumour without metastasis
C6960,10,Solid tumour without metastasis
C6961,10,Solid tumour without metastasis
C6962,10,Solid tumour without metastasis
C698,10,Solid tumour without metastasis
C6980,10,Solid tumour without metastasis
C6981,10,Solid tumour without metastasis
C6982,10,Solid tumour without metastasis
C699,10,Solid tumour without metastasis
C6990,10,Solid tumour without metastasis
C6991,10,Solid tumour without metastasis
C6992,10,Solid tumour without metastasis
C70,10,Solid tumour without metastasis
C700,10,Solid tumour without metastasis
C701,10,Solid tumour without metastasis
C709,10,Solid tumour without metastasis
C71,10,Solid tumour without metastasis
C710,10,Solid tumour without metastasis
C711,10,Solid tumour without metastasis
C712,10,Solid tumour without metastasis
C713,10,Solid tumour without metastasis
C714,10,Solid tumour without metastasis
C715,10,Solid tumour without metastasis
C716,10,Solid tumour without metastasis
C717,10,Solid tumour without metastasis
C718,10,Solid tumour without metastasis
C719,10,Solid tumour without metastasis
C72,10,Solid tumour without metastasis
C720,10,Solid tumour without metastasis
C721,10,Solid tumour without metastasis
C722,10,Solid tumour without metastasis
C7220,10,Solid tumour without metastasis
C7221,10,Solid tumour without metastasis
C7222,10,Solid tumour without metastasis
C723,10,Solid tumour without metastasis
C7230,10,Solid tumour without metastasis
C7231,10,Solid tumour without metastasis
C7232,10,Solid tumour without metastasis
C724,10,Solid tumour without metastasis
C7240,10,Solid tumour without metastasis
C7241,10,Solid tumour without metastasis
C7242,10,Solid tumour without metastasis
C725,10,Solid tumour without metastasis
C7250,10,Solid tumour without metastasis
C7259,10,Solid tumour without metastasis
C729,10,Solid tumour without metastasis
C73,10,Solid tumour without metastasis
C74,10,Solid tumour without metastasis
C740,10,Solid tumour without metastasis
C7400,10,Solid tumour without metastasis
C7401,10,Solid tumour without metastasis
C7402,10,Solid tumour without metastasis
C741,10,Solid tumour without metastasis
C7410,10,Solid tumour without metastasis
C7411,10,Solid tumour without metastasis
C7412,10,Solid tumour without metastasis
C749,10,Solid tumour without metastasis
C7490,10,Solid tumour without metastasis
C7491,10,Solid tumour without metastasis
C7492,10,Solid tumour without metastasis
C75,10,Solid tumour without metastasis
C750,10,Solid tumour without metastasis
C751,10,Solid tumour without metastasis
C752,10,Solid tumour without metastasis
C753,10,Solid tumour without metastasis
C754,10,Solid tumour without metastasis
C755,10,Solid tumour without metastasis
C758,10,Solid tumour without metastasis
C759,10,Solid tumour without metastasis
C76,10,Solid tumour without metastasis
C760,10,Solid tumour without metastasis
C761,10,Solid tumour without metastasis
C762,10,Solid tumour without metastasis
C763,10,Solid tumour without metastasis
C764,10,Solid tumour without metastasis
C7640,10,Solid tumour without metastasis
C7641,10,Solid tumour without metastasis
C7642,10,Solid tumour without metastasis
C765,10,Solid tumour without metastasis
C7650,10,Solid tumour without metastasis
C7651,10,Solid tumour without metastasis
C7652,10,Solid tumour without metastasis
C768,10,Solid tumour without metastasis
4460,9,Rheumatoid arthritis/collagen vascular diseases
4461,9,Rheumatoid arthritis/collagen vascular diseases
44620,9,Rheumatoid arthritis/collagen vascular diseases
44621,9,Rheumatoid arthritis/collagen vascular diseases
44629,9,Rheumatoid arthritis/collagen vascular diseases
4463,9,Rheumatoid arthritis/collagen vascular diseases
4464,9,Rheumatoid arthritis/collagen vascular diseases
4465,9,Rheumatoid arthritis/collagen vascular diseases
4466,9,Rheumatoid arthritis/collagen vascular diseases
4467,9,Rheumatoid arthritis/collagen vascular diseases
7010,9,Rheumatoid arthritis/collagen vascular diseases
7100,9,Rheumatoid arthritis/collagen vascular diseases
7101,9,Rheumatoid arthritis/collagen vascular diseases
7102,9,Rheumatoid arthritis/collagen vascular diseases
7103,9,Rheumatoid arthritis/collagen vascular diseases
7104,9,Rheumatoid arthritis/collagen vascular diseases
7108,9,Rheumatoid arthritis/collagen vascular diseases
7109,9,Rheumatoid arthritis/collagen vascular diseases
71120,9,Rheumatoid arthritis/collagen vascular diseases
71121,9,Rheumatoid arthritis/collagen vascular diseases
71122,9,Rheumatoid arthritis/collagen vascular diseases
71123,9,Rheumatoid arthritis/collagen vascular diseases
71124,9,Rheumatoid arthritis/collagen vascular diseases
71125,9,Rheumatoid arthritis/collagen vascular diseases
71126,9,Rheumatoid arthritis/collagen vascular diseases
71127,9,Rheumatoid arthritis/collagen vascular diseases
71128,9,Rheumatoid arthritis/collagen vascular diseases
71129,9,Rheumatoid arthritis/collagen vascular diseases
7140,9,Rheumatoid arthritis/collagen vascular diseases
7141,9,Rheumatoid arthritis/collagen vascular diseases
7142,9,Rheumatoid arthritis/collagen vascular diseases
71430,9,Rheumatoid arthritis/collagen vascular diseases
71431,9,Rheumatoid arthritis/collagen vascular diseases
71432,9,Rheumatoid arthritis/collagen vascular diseases
71433,9,Rheumatoid arthritis/collagen vascular diseases
7144,9,Rheumatoid arthritis/collagen vascular diseases
71481,9,Rheumatoid arthritis/collagen vascular diseases
71489,9,Rheumatoid arthritis/collagen vascular diseases
7149,9,Rheumatoid arthritis/collagen vascular diseases
71930,9,Rheumatoid arthritis/collagen vascular diseases
71931,9,Rheumatoid arthritis/collagen vascular diseases
71932,9,Rheumatoid arthritis/collagen vascular diseases
71933,9,Rheumatoid arthritis/collagen vascular diseases
71934,9,Rheumatoid arthritis/collagen vascular diseases
71935,9,Rheumatoid arthritis/collagen vascular diseases
71936,9,Rheumatoid arthritis/collagen vascular diseases
71937,9,Rheumatoid arthritis/collagen vascular diseases
71938,9,Rheumatoid arthritis/collagen vascular diseases
71939,9,Rheumatoid arthritis/collagen vascular diseases
7200,9,Rheumatoid arthritis/collagen vascular diseases
7201,9,Rheumatoid arthritis/collagen vascular diseases
7202,9,Rheumatoid arthritis/collagen vascular diseases
72081,9,Rheumatoid arthritis/collagen vascular diseases
72089,9,Rheumatoid arthritis/collagen vascular diseases
7209,9,Rheumatoid arthritis/collagen vascular diseases
725,9,Rheumatoid arthritis/collagen vascular diseases
7285,9,Rheumatoid arthritis/collagen vascular diseases
72889,9,Rheumatoid arthritis/collagen vascular diseases
72930,9,Rheumatoid arthritis/collagen vascular diseases
L940,10,Rheumatoid arthritis/collagen vascular diseases
L941,10,Rheumatoid arthritis/collagen vascular diseases
L943,10,Rheumatoid arthritis/collagen vascular diseases
M05,10,Rheumatoid arthritis/collagen vascular diseases
M050,10,Rheumatoid arthritis/collagen vascular diseases
M0500,10,Rheumatoid arthritis/collagen vascular diseases
M0501,10,Rheumatoid arthritis/collagen vascular diseases
M05011,10,Rheumatoid arthritis/collagen vascular diseases
M05012,10,Rheumatoid arthritis/collagen vascular diseases
M05019,10,Rheumatoid arthritis/collagen vascular diseases
M0502,10,Rheumatoid arthritis/collagen vascular diseases
M05021,10,Rheumatoid arthritis/collagen vascular diseases
M05022,10,Rheumatoid arthritis/collagen vascular diseases
M05029,10,Rheumatoid arthritis/collagen vascular diseases
M0503,10,Rheumatoid arthritis/collagen vascular diseases
M05031,10,Rheumatoid arthritis/collagen vascular diseases
M05032,10,Rheumatoid arthritis/collagen vascular diseases
M05039,10,Rheumatoid arthritis/collagen vascular diseases
M0504,10,Rheumatoid arthritis/collagen vascular diseases
M05041,10,Rheumatoid arthritis/collagen vascular diseases
M05042,10,Rheumatoid arthritis/collagen vascular diseases
M05049,10,Rheumatoid arthritis/collagen vascular diseases
M0505,10,Rheumatoid arthritis/collagen vascular diseases
M05051,10,Rheumatoid arthritis/collagen vascular diseases
M05052,10,Rheumatoid arthritis/collagen vascular diseases
M05059,10,Rheumatoid arthritis/collagen vascular diseases
M0506,10,Rheumatoid arthritis/collagen vascular diseases
M05061,10,Rheumatoid arthritis/collagen vascular diseases
M05062,10,Rheumatoid arthritis/collagen vascular diseases
M05069,10,Rheumatoid arthritis/collagen vascular diseases
M0507,10,Rheumatoid arthritis/collagen vascular diseases
M05071,10,Rheumatoid arthritis/collagen vascular diseases
M05072,10,Rheumatoid arthritis/collagen vascular diseases
M05079,10,Rheumatoid arthritis/collagen vascular diseases
M0509,10,Rheumatoid arthritis/collagen vascular diseases
M051,10,Rheumatoid arthritis/collagen vascular diseases
M0510,10,Rheumatoid arthritis/collagen vascular diseases
M0511,10,Rheumatoid arthritis/collagen vascular diseases
M05111,10,Rheumatoid arthritis/collagen vascular diseases
M05112,10,Rheumatoid arthritis/collagen vascular diseases
M05119,10,Rheumatoid arthritis/collagen vascular diseases
M0512,10,Rheumatoid arthritis/collagen vascular diseases
M05121,10,Rheumatoid arthritis/collagen vascular diseases
M05122,10,Rheumatoid arthritis/collagen vascular diseases
M05129,10,Rheumatoid arthritis/collagen vascular diseases
M0513,10,Rheumatoid arthritis/collagen vascular diseases
M05131,10,Rheumatoid arthritis/collagen vascular diseases
M05132,10,Rheumatoid arthritis/collagen vascular diseases
M05139,10,Rheumatoid arthritis/collagen vascular diseases
M0514,10,Rheumatoid arthritis/collagen vascular diseases
M05141,10,Rheumatoid arthritis/collagen vascular diseases
M05142,10,Rheumatoid arthritis/collagen vascular diseases
M05149,10,Rheumatoid arthritis/collagen vascular diseases
M0515,10,Rheumatoid arthritis/collagen vascular diseases
M05151,10,Rheumatoid arthritis/collagen vascular diseases
M05152,10,Rheumatoid arthritis/collagen vascular diseases
M05159,10,Rheumatoid arthritis/collagen vascular diseases
M0516,10,Rheumatoid arthritis/collagen vascular diseases
M05161,10,Rheumatoid arthritis/collagen vascular diseases
M05162,10,Rheumatoid arthritis/collagen vascular diseases
M05169,10,Rheumatoid arthritis/collagen vascular diseases
M0517,10,Rheumatoid arthritis/collagen vascular diseases
M05171,10,Rheumatoid arthritis/collagen vascular diseases
M05172,10,Rheumatoid arthritis/collagen vascular diseases
M05179,10,Rheumatoid arthritis/collagen vascular diseases
M0519,10,Rheumatoid arthritis/collagen vascular diseases
M052,10,Rheumatoid arthritis/collagen vascular diseases
M0520,10,Rheumatoid arthritis/collagen vascular diseases
M0521,10,Rheumatoid arthritis/collagen vascular diseases
M05211,10,Rheumatoid arthritis/collagen vascular diseases
M05212,10,Rheumatoid arthritis/collagen vascular diseases
M05219,10,Rheumatoid arthritis/collagen vascular diseases
M0522,10,Rheumatoid arthritis/collagen vascular diseases
M05221,10,Rheumatoid arthritis/collagen vascular diseases
M05222,10,Rheumatoid arthritis/collagen vascular diseases
M05229,10,Rheumatoid arthritis/collagen vascular diseases
M0523,10,Rheumatoid arthritis/collagen vascular diseases
M05231,10,Rheumatoid arthritis/collagen vascular diseases
M05232,10,Rheumatoid arthritis/collagen vascular diseases
M05239,10,Rheumatoid arthritis/collagen vascular diseases
M0524,10,Rheumatoid arthritis/collagen vascular diseases
M05241,10,Rheumatoid arthritis/collagen vascular diseases
M05242,10,Rheumatoid arthritis/collagen vascular diseases
M05249,10,Rheumatoid arthritis/collagen vascular diseases
M0525,10,Rheumatoid arthritis/collagen vascular diseases
M05251,10,Rheumatoid arthritis/collagen vascular diseases
M05252,10,Rheumatoid arthritis/collagen vascular diseases
M05259,10,Rheumatoid arthritis/collagen vascular diseases
M0526,10,Rheumatoid arthritis/collagen vascular diseases
M05261,10,Rheumatoid arthritis/collagen vascular diseases
M05262,10,Rheumatoid arthritis/collagen vascular diseases
M05269,10,Rheumatoid arthritis/collagen vascular diseases
M0527,10,Rheumatoid arthritis/collagen vascular diseases
M05271,10,Rheumatoid arthritis/collagen vascular diseases
M05272,10,Rheumatoid arthritis/collagen vascular diseases
M05279,10,Rheumatoid arthritis/collagen vascular diseases
M0529,10,Rheumatoid arthritis/collagen vascular diseases
M053,10,Rheumatoid arthritis/collagen vascular diseases
